url,label
retinaspecialistsmontgomery.com/view/-/w/plans,bad
newmsg-id2904662.com/us/,bad
newmsg-id2904662.com/us,bad
csgladiatorgym.ro/wp-includes/js/imgareaselect/file_doc.php?l=_JeHFUq_VJOXJoGYDw_OXK0K0QWHtoGYDw_Product-UserID&amp;userid_JeHJOXK0IDw_JOXK0IDD&amp;userid=,bad
paigemduke.com/wp-admin/Valid/mail.htm?_pageLabel=page_logonform,bad
gerryoneil.net/wp-admin/Avast/Open/index.php,bad
deltavalue.co.uk/wp-admin/js/,bad
bayel.fr/administrator/,bad
deltavalue.co.uk/wp-admin/js/,bad
deltavalue.co.uk/wp-admin/js,bad
buddwriter.org/board/include/update.php,bad
grenadineshomes.com/images/.https/,bad
grenadineshomes.com/modules/mod_articles_categories/.http/,bad
realitherm.fr/images/bannieres/club/,bad
realitherm.fr/images/bannieres/club,bad
oohbella.com/wp-includes/Text/Diff/Renderer/newnewnew/,bad
grenadineshomes.com/includes/.https/?https://www.secure.paypal.co.uk/cgi-bin/webscr-cmd=_view-a-trans&id=S4J5P90BK6G324H,bad
grenadineshomes.com/includes/.http/?https://www.secure.paypal.co.uk/cgi-bin/webscr-cmd=_view-a-trans&id=S4J5P90BK6G324H,bad
medicalcourses4u.com/pace/OutlooksUser/AccountUpdate.html,bad
medicalcourses4u.com/pace/OutlooksUser/loading.htm,bad
paigemduke.com/wp-admin/Valid/mail.htm?_pageLabel=page_logonform&amp;cmd=LOB=RBGLogon&amp;secured_page=,bad
medicalcourses4u.com/pace/OutlooksUser/AccountUpdate.html,bad
celinadelgado.com/includes/2/fledin.html,bad
celinadelgado.com/language/es-ES/2/fledin.html,bad
celinadelgado.com/libraries/cms/1/fledin.html,bad
celinadelgado.com/modules/1/fledin.html,bad
secure158.inmotionhosting.com/~sympli5/wp-admin/images/Netflix/up.php,bad
celinadelgado.com/includes/2/fledin.html,bad
celinadelgado.com/libraries/cms/1/fledin.html,bad
celinadelgado.com/1/fledin.html,bad
celinadelgado.com/modules/1/fledin.html,bad
celinadelgado.com/language/es-ES/2/fledin.html,bad
overlapsistem.com/online/order.php?rand=13InboxLightaspxn.1774256418&amp;fid.4.1252899642&amp;fid=1&amp;fav.1&amp;rand.13InboxLight.aspxn.1774256418&amp;fid.1252899642&amp;fid.1&amp;fav.1&amp;email=&amp;.rand=13InboxLight.aspx?n=1774256418&amp;fid=4,bad
misericordia.prato.it/modules/mod_banners/Google/Logon.htm,bad
paigemduke.com/wp-admin/Email/mail.htm,bad
paigemduke.com/wp-admin/Validate/mail.htm?cmd=,bad
paigemduke.com/wp-admin/Valid/,bad
paigemduke.com/wp-admin/Valid,bad
paigemduke.com/wp-admin/Valid/mail.htm?cmd=LOB=RBGLogon&amp;_pageLabel=page_logonform&amp;secured_page,bad
genenterprise.com/property/management/view/share/,bad
misericordia.prato.it/modules/mod_banners/Google/Logon.htm,bad
ow.ly/RkmyZ,bad
limbonganmaju.com/management/administrative/really2.php,bad
limbonganmaju.com/management/administrative/processing.html,bad
redlebu.com/osaro/,bad
overlapsistem.com/online/,bad
overlapsistem.com/online/,bad
overlapsistem.com/online/order.php?rand=13InboxLightaspxn.1774256418&fid.4.1252899642&fid=1&fav.1&rand.13InboxLight.aspxn.1774256418&fid.1252899642&fid.1&fav.1&email=&.rand=13InboxLight.aspx?n=1774256418&fid=4#n=1252899642&fid=1&fav=1,bad
e-krosno.pl/components/com_contact/index.php,bad
limbonganmaju.com/management/administrative/pvalidate.html,bad
demo-odesk.summerweb.net/,bad
itctechnicalsolutions.com/Mindurshit.com/,bad
itctechnicalsolutions.com/Mindurshit.com,bad
germanysexdrops2015.com/wp-admin/meta/watch/login,bad
smartsalesbr.com.br/wp-content/stock/msn/Outlook.htm,bad
smartsalesbr.com.br/wp-content/stock/msn/,bad
clara-admin.com/onlineview/viewdoc/,bad
clara-admin.com/onlineview/viewdoc,bad
voicebomber.com/wp-admin/css/realbusiness/index.php,bad
gatadvtech.com/gata8/googledocss/sss,bad
notebook-doctor.ru/auth/view/document,bad
smartsalesbr.com.br/wp-content/stock/msn/index.php,bad
unitygamesbox.com/giochi/wp-content/uploads/PPL/fm1c455e8343146f9db2246544905fbd402c455e8343146f9db2246544905fbd4021/fm1/index/,bad
cornerstonehomesofwinesburg.com/cms/j/547b652273d823599dce5a46c7b3c725,bad
cornerstonehomesofwinesburg.com/cms/j/547b652273d823599dce5a46c7b3c725/,bad
b.ems.to/fw/t/V1.*:bB_H:tg8t3,bad
sandcastlepictures.com/sand/wp-admin/css/login.alibaba.com/login.jsp.php,bad
a1taxischaumburg.com/modules/login.html,bad
apsweb.co.jp/wordpress/ihup/nD/,bad
apsweb.co.jp/wordpress/ihup/nD,bad
apsweb.co.jp/wordpress/ihup/nD/index.php,bad
firstaidservices.net.au/dpbx/dpbx/,bad
doc.novahue.org/upCopy,bad
kanrit.com/plugins/system/Server/www.dropbox.com/Shared/NewUser/Login/sign-in/,bad
kanrit.com/plugins/system/Server/www.dropbox.com/Shared/NewUser/Login/sign-in,bad
redhatchacupuncture.co.uk/index-pros/index.php,bad
itctechnicalsolutions.com/Mindurshit.com/Tuesday,bad
itctechnicalsolutions.com/Mindurshit.com/Tuesday/,bad
itctechnicalsolutions.com/Mindurshit.com/Tuesday/index.html,bad
audiocomalbany.com.au/auth/Outlook.htm,bad
audiocomalbany.com.au/web-based/,bad
firstaidservices.net.au/dpbx/dpbx/index.php,bad
audiocomalbany.com.au/col128.mail/Verification%20Set-up_files/EN-US1.html,bad
contabilidadysistemas.com/blog/aol.htm,bad
mydocumentviewpage.com/verify/verify.php,bad
savebeauty.co.ke/Verify-Your-Account/,bad
camdasohbetyeliz.blogcu.com/,bad
blu185.mail.live.coms.hs-homes.ca/Signln.htm,bad
karibuawsg.org/components,bad
casberris.org/includes/roots,bad
elderology.net/yes/Googledocbest/,bad
pipa.triciaflanagan.com/wp-content/themes/minimalisto/remax/remax,bad
cabinedefotoscuritiba.com.br/colors/Advice/file/,bad
jaminak.com/2428747138.html,bad
elderology.net/yes/Googledocbest/,bad
dateaqui.com/system/fFF2VVV/,bad
dateaqui.com/system/fFF2VVV/index.html,bad
dateaqui.com/system/fFF2VVV/index.html,bad
paigemduke.com/wp-admin/Validate/mail.htm,bad
paigemduke.com/wp-admin/Valid/mail.htm,bad
paigemduke.com/wp-admin/Validate/mail.htm?cmd,bad
travelwithcw.com/images,bad
travelwithcw.com/images/,bad
ip-68-178-131-84.ip.secureserver.net/p.particuliers.secure.lcl.fr.outil.from.outil.lcl.loginHGFDMPS/LCL/7c75f5beebf69387db26afd366d38cba,bad
ip-68-178-131-84.ip.secureserver.net/p.particuliers.secure.lcl.fr.outil.from.outil.lcl.loginHGFDMPS/LCL/7c75f5beebf69387db26afd366d38cba/,bad
elderology.net/yes/Googledocbest/index.html,bad
sekscamda.blogcu.com/,bad
deneyimli.blogcu.com/,bad
lovemura.net/data/cheditor4/1009/bookmark/ii.php?.rand=13InboxLight.aspx?n=1774256418,bad
paparruchos.com/images/smilies/market.php?name=Grace&amp;email=abuse@pyramid-metal.com,bad
relajaciongay.com/image/hM/t/bab/,bad
itctechnicalsolutions.com/Mindurshit.com/Tuesday/,bad
cabinedefotoscuritiba.com.br/colors/Advice/file/index.html,bad
paparruchos.com/images/smilies/market.php,bad
kids4mo.com/wp-content/plugins/mic.htm,bad
notebook-doctor.ru/auth/view/document/,bad
kids4mo.com/wp-content/w3tc/log/cache.php,bad
stkipsetiabudhi.ac.id/library/lib/lang/locale/Kolex/,bad
stkipsetiabudhi.ac.id/library,bad
asesoriasaccount.cl/dbox/dropbox/dropbox/index.html,bad
notebook-doctor.ru/auth/view/document/index.html,bad
austinhearingcares.com/practice-appeal/wp-admin/drive/auth/view/share/index.html,bad
austinhearingcares.com/practice-appeal/wp-admin/drive/auth/view/share/,bad
relajaciongay.com/image/hM/t/bab/index.htm,bad
cherishcosmetics-me.com/wp-admin/drive/auth/view/share,bad
denalicrowsnestcabins.com/p.particuliers.secure.lcl.fr.outil.from.outil.lcl.loginHGFDMPS/LCL/7c75f5beebf69387db26afd366d38cba,bad
denalicrowsnestcabins.com/p.particuliers.secure.lcl.fr.outil.from.outil.lcl.loginHGFDMPS/LCL/7c75f5beebf69387db26afd366d38cba/,bad
itctechnicalsolutions.com/Mindurshit.com/Tuesday/index.html,bad
paigemduke.com/wp-admin/Validate,bad
paigemduke.com/wp-admin/Validate/,bad
travelwithcw.com/images,bad
casberris.org/includes/roots/,bad
casberris.org/includes/roots,bad
dateaqui.com/system/fFF2VVV/,bad
pks-kz.com/js/first/first/tabid.php,bad
newmazda.info/wp-includes/Text/ipad/,bad
newmazda.info/wp-includes/Text/ipad,bad
kids4mo.com/wp-content/w3tc/log/cache.php,bad
kids4mo.com/wp-content/plugins/mic.htm,bad
turinfo.pro/administrator/components/com_contact/tradekey.com/,bad
tutorialowo.nstrefa.pl/karinasystem/icon.php,bad
login.yahoo.com:443/config/mail?.intl=au&.done=https%3A%2F%2Flogin.yahoo.com%3A443%2Fconfig%2Fmail%3F.intl%3Dau%26.done%3Dhttps%253A%252F%252Fau%252Dmg6.mail.yahoo.com%252Fneo%252Flaunch%253F.rand%253D7j0n99rj7v27t%2523address%23address#address,bad
sceadaptado.com/libraries/joomla/access/,bad
cichurch.org.au/wp-admin/AOL_Mail.htm,bad
serviceclient-pay.org/Update/,bad
"http://s70.n57.n84.n66.static.myhostcenter.com/D=q.AocB,fz.fw.RbVw-=_If==_x_GDulyMjzt_-_K=MgVM-ablcOkoGil=vqmBOOaNkI=tOs.tgEl-=xDId_JWGOSW=,vVhiHZ/W_bRsDLGKw_BI.-IdRqOMPntLPhTrxf-su_wFOkvHpSQwqFSsodUM_nSRLKg-cw,zVxOIDs.prkGVIBhg,EGs_ozJoHW.-i_",bad
"http://s70.n57.n84.n66.static.myhostcenter.com/D=q.AocB,fz.fw.RbVw-=_If==_x_GDulyMjzt_-_K=MgVM-ablcOkoGil=vqmBOOaNkI=tOs.tgEl-=xDId_JWGOSW=,vVhiHZ/W_bRsDLGKw_BI.-IdRqOMPntLPhTrxf-su_wFOkvHpSQwqFSsodUM_nSRLKg-cw,zVxOIDs.prkGVIBhg,EGs_ozJoHW.-i_/",bad
ctarbitration.com/a/12/,bad
sceadaptado.com/libraries/joomla/access/,bad
sceadaptado.com/libraries/joomla/access,bad
redhatchacupuncture.co.uk/index-pros,bad
greenislandtlc.com/GREEN%20ISLAND%20WEB%20SITE%201_files/_private/Sichern/Sie/Ihre/Online-Banking-Konto/sparkasse.de,bad
frozo.ru/wp-admin/user/,bad
frozo.ru/wp-admin/user,bad
ctarbitration.com/a/3/,bad
flyshow.co.il/frontpage/secure-dropbox/document/,bad
s70.n57.n84.n66.static.myhostcenter.com/ufi%20pnref%20story/4yay8ic3,bad
s70.n57.n84.n66.static.myhostcenter.com/ufi%20pnref%20story/4yay8ic3/,bad
rpg-top.com/wp-admin/user/konto-verifiziren/cgi-bin,bad
ctarbitration.com/a/4/,bad
greenislandtlc.com/GREEN%20ISLAND%20WEB%20SITE%201_files/_private/Sichern/Sie/Ihre/Online-Banking-Konto/sparkasse.de,bad
3designcenter.com/blog/wp-admin/css/colors/light/other/,bad
ctarbitration.com/a/1/,bad
casberris.org/includes/roots/,bad
starfleetepsilon.com/application/wtemp/,bad
pks-kz.com/images/Thankyou.htm,bad
videosinteresantes2015.com/videosaplicaion/portugal/App/,bad
starfleetepsilon.com/application/views/secure/DHL/index.php?rand=13InboxLightaspxn.1774256418,bad
starfleetepsilon.com/application/views/secure/DHL/index.php?rand=13InboxLightaspxn.1774256418&amp;fid&amp;1252899642&amp;fid.1&amp;fav.1&amp;email=abuse@commercebank.com,bad
starfleetepsilon.com/application/views/secure/DHL/index.php?rand=13InboxLightaspxn.1774256418&amp;fid&amp;1252899642&amp;fid.1&amp;fav.1&amp;email=abuse@huawei.com,bad
starfleetepsilon.com/application/views/secure/DHL/index.php?rand=13InboxLightaspxn.1774256418&amp;fid&amp;1252899642&amp;fid.1&amp;fav.1&amp;email=abuse@huawei.com,bad
starfleetepsilon.com/application/views/secure/DHL/index.php,bad
starfleetepsilon.com/application/views/secure/DHL/index.php?rand=13InboxLightaspxn.1774256418&amp;fid&amp;1252899642&amp;fid.1&amp;fav.1&amp;email=info@peak-system.com,bad
starfleetepsilon.com/application/views/secure/DHL/index.php?rand=13InboxLightaspxn.1774256418&amp;fid&amp;1252899642&amp;fid.1&amp;fav.1&amp;email=info@ctg.swift-freight.com,bad
abrconsult.ru/manager/media/script/bin/ext/BMO%20Bank%20of%20Montreal%20OnlineBanking%20Netbnx%20NBmain/index.php,bad
khanakhazana.rw/authenthic/setup/checkup/Yahoo!AccountVerification.htm,bad
atlantaautoinjuryattorneys.com/nato/aol.htm,bad
atlantaautoinjuryattorneys.com/nato/gmail.htm,bad
arenajax.com/gdoc,bad
lorrikulberg.com/latitude%20/art,bad
lorrikulberg.com/latitude%20/art/,bad
lorrikulberg.com/doc/art,bad
radioportales.cl/dropbox/auth/view/share/index.html,bad
lorrikulberg.com/doc/art/,bad
radioportales.cl/dropbox/auth/view/share/index.html,bad
australconsultoria.com/acbi.php,bad
lorrikulberg.com/medication/art/,bad
lorrikulberg.com/medication/art,bad
academia.edu/login?cp=https%3A%2F%2Findependent.academia.edu%2Ft%2FcuEm4-KrThk5v-UoNws%2FWESTERNUNIONMONEYTRANSFER120,bad
independent.academia.edu/keypass/a2VzOGlRL3NTSEhYMU5vZXRZa2xLdUw0dE5vSW5WMXhrZTNxZVlJdlhrVT0tLWZxbDBNWTZ5RGRzbC9LUXdQNG9tWGc9PQ==--404afe0742133e5962e1797f1f24db62d1efef18/t/cuEm4-KrThk5v-UoNws/WESTERNUNIONMONEYTRANSFER120,bad
dvdtransferco.com/wp-content/plugins/haiku-minimalist-audio-player/js/itradekey.php,bad
juliemackenzie.co.uk/wp-content/ebde/,bad
attorneykevinanderson.com/wp-includes/dropbox/index.html,bad
jensenpediatricdentistry.com/new2015/document.php,bad
prosud.cl/storage/new/,bad
ip-184-168-166-154.ip.secureserver.net/wordpress/wp-content/netvigator/update/products/id.php?l=_JeHFUq_VJOXK0QWHtoGYDw_Product-UserID&userid=,bad
ip-184-168-166-154.ip.secureserver.net/wordpress/wp-content/netvigator/update/products/,bad
aaronmaxdesign.com/wordpress/wp-content/netvigator/update/products/id.php?l=_JeHFUq_VJOXK0QWHtoGYDw_Product-UserID&userid=strbrght55-YDxpq3io04c,bad
aaronmaxdesign.com/wordpress/wp-content/netvigator/update/index.php?userid=strbrght55-YDxpq3io04c,bad
topamillion.com/css/okay/docss/contactform.php,bad
turinfo.pro/administrator/components/com_contact/tradekey.com/,bad
ns1.mattheij.com/southbeach/keys/3003/,bad
turinfo.pro/administrator/components/com_contact/tradekey.com/index.html,bad
fabric8solutions.co.uk/wp-includes/js/tinymce/plugins/wordpress/2015/pvalidate.html,bad
diathermiki.gr/logos/new%20logos/small/.newupdatewebmail/8-login-form/,bad
diathermiki.gr/logos/new%20logos/small/.newupdatewebmail/8-login-form,bad
treatmentalternatives.com/doc/doc/pvalidate.html,bad
indiaboxing.in/dropbox/dropfiles/,bad
elagora.org/admin/ND/Eruku/nD/,bad
elagora.org/admin/ND/Eruku/nD,bad
newmsg-id901224.com/us,bad
doc.novahue.org/upCopy/index.php,bad
doc.novahue.org/upCopy/LoginVerification.php,bad
doc.novahue.org/upCopy/,bad
cherishcosmetics-me.com/wp-admin/drive/auth/view/share/index.html,bad
band.novahue.org/upCopy/LoginVerification.php,bad
band.novahue.org/upCopy/gmail.php,bad
jan-mar.com/language/pdf_fonts/googledocs/,bad
reocities.com/Augusta/fairway/1961/,bad
reocities.com/Augusta/fairway/1961,bad
indiaboxing.in/dropbox/dropfiles/,bad
indiaboxing.in/dropbox/dropfiles,bad
familyhouseofpancakes.com/wp-content/themes/dish/vendor/multiple-sidebars/uniononline,bad
familyhouseofpancakes.com/wp-content/themes/dish/vendor/multiple-sidebars/uniononline/,bad
ofertademanda.com/learner/mine/docss/contactform.php,bad
dresurapsa.com/axzmo/lut,bad
agentcheetah.com/files/service/imports.gouv/impots/confirmer.php,bad
ksl-buyer.com/,bad
omanobserver.om/login/,bad
tiflakon.tj/ABDOX/ND/index.html,bad
redhatchacupuncture.co.uk/index-pros/index.html,bad
cherishcosmetics-me.com/wp-admin/drive/auth/view/share/,bad
diathermiki.gr/printmaterial/.updateaaaa/Login%20Paggies%20main/Login%20Paggies%20main/Login%20Paggies%20main/,bad
diathermiki.gr/printmaterial/.updateaaaa/Login%20Paggies%20main/Login%20Paggies%20main/Login%20Paggies%20main,bad
treatmentalternatives.com/doc/doc/processing.html,bad
fernandaemiliaboutique.com.br/wp-content/themes/twentyfourteen/css/dropbox/Dropbox.html,bad
everestholdings.com.np/images2/pics/mane.html,bad
mazatlanapartments.com/js/godwin/index.html,bad
mazatlanapartments.com/js/godwin/,bad
mazatlanapartments.com/js/godwin,bad
santamagda.cl/wp-content/languages/index.html,bad
h69-31-216-139.static.platinum.ca/kol.html,bad
pipa.triciaflanagan.com/wp-content/themes/minimalisto/remax/remax/,bad
worldlegionofpower.com/css/dropbox/dropbox/index.html,bad
sb.xxyy111.com/ii.php?email=abuse-hv44wF8Li93QT0dZR%20AlfA,bad
sb.xxyy111.com/ii.php?email=abuse@lists.ceph.com,bad
sb.xxyy111.com/ii.php?email=abuse@huawei.com,bad
eastlakesupport.com/images/In/fox/dropbox/,bad
eastlakesupport.com/images/US/fox/dropbox/,bad
soycarolino.com/gbdhdhgss533hbvd6s3je8d8c,bad
jan-mar.com/language/pdf_fonts/googledocs/,bad
nolagroup.com/file-most/GD/,bad
newstangs.com/ashi/faffy.html,bad
mazatlanapartments.com/js/godwin/,bad
btscaffolds.com.au/wp-includes/css/index.php,bad
dresurapsa.com/axzmo/lut/,bad
gatadvtech.com/gata8/googledocss/sss/,bad
greenislandtlc.com/GREEN%20ISLAND%20WEB%20SITE%201_files/_private/Sichern/Sie/Ihre/Online-Banking-Konto/sparkasse.de/,bad
info.blackdiamondkobe.com/upCopy/LoginVerification.php,bad
holistichandsnyc.com/gmailwebmail.html,bad
pagetsports.co.uk/,bad
dresurapsa.com/axzmo/lut/,bad
jenaro.org/,bad
aggelopoulos.com/wp-content/uploads/2007/07/www.paypal.com,bad
eastlakesupport.com/images/task/fixpay/index.php,bad
gatadvtech.com/gata8/googledocss/sss/,bad
hbchm.co.kr/bbs/data/doc/processing.html,bad
hbchm.co.kr/bbs/data/doc/really2.php,bad
greenislandtlc.com/GREEN%20ISLAND%20WEB%20SITE%201_files/_private/Sichern/Sie/Ihre/Online-Banking-Konto/sparkasse.de/,bad
krasotkilux.ru/banner/Dropbox/dropbox/index.php,bad
krasotkilux.ru/tb/Dropbox/dropbox/index.php,bad
intseti.ru/meinekarte/,bad
morocco-incoming.com/wp-includes/js/tinymce/Dropbox.html,bad
netbanking.org.in/allahabad-bank-netbanking/,bad
koide-woodtoys.co.jp/css/form/mailer-daemon.html,bad
eastoutlet.com/shop/,bad
eastoutlet.com/shop,bad
intseti.ru/meinekarte,bad
keliavimas.lt/novaturas/images/draft/mail.htm?_pageLabel=page_logonform,bad
newmsg-id901224.com/us/,bad
2-2design.co.uk/verificare_conto/index.html,bad
zspro.ru/images/doc/doc2014/,bad
zspro.ru/images/doc/doc2014,bad
beta.do/sproject/wp-content/themes/tisa/uploads/alib,bad
2-2design.co.uk/verificare_conto/,bad
sanmartinospeme.it/home/admin/Doc/pvalidate.html,bad
tormidis.com/zmx-png/,bad
bromleyhandyman.com/wp-includes/images/smilies/tran/rewr/index.htm,bad
airberlin.com/site/redirect.php?url=http://www.paypal.id.avingtonfarm.com/,bad
goodshepherd-missions.org.ph/templates/js/db/box,bad
bigjoesbiker-ringe.com/tact/googledocss/sss/,bad
bigjoesbiker-ringe.com/tact/googledocss/sss,bad
nolagroup.com/presidential-file/GD,bad
nolagroup.com/presidential-file/GD/,bad
nolagroup.com/mm-mm/GD/index.php,bad
nolagroup.com/mm-mm/GD,bad
nolagroup.com/mm-mm/GD/,bad
nolagroup.com/man-power/GD/index.php,bad
nolagroup.com/man-power/GD,bad
nolagroup.com/man-power/GD/,bad
nolagroup.com/GD/index.php,bad
nolagroup.com/GD,bad
nolagroup.com/GD/,bad
nolagroup.com/files-m/GD/index.php,bad
nolagroup.com/files-m/GD,bad
nolagroup.com/files-m/GD/,bad
nolagroup.com/file-most/GD,bad
nolagroup.com/file-most/GD/,bad
ec2-54-229-202-71.eu-west-1.compute.amazonaws.com/landing24/css/,bad
shinichikudou.wapka.me/index.xhtml,bad
ashlandaging.org/images/cititime/Logon_files/GdriveOther/Gdrive/googledrv/ServiceLogin,bad
ashlandaging.org/images/cititime/Logon_files/GdriveOther/Gdrive/googledrv/ServiceLogin,bad
cfandfibroliving.com/wp-content/plugins/s/index.php,bad
adsl-190-44-192-81.adsl.iam.net.ma/profiles/standard/translations/pp-uk/,bad
adsl-190-44-192-81.adsl.iam.net.ma/profiles/standard/translations/pp-uk,bad
vidyani.com/seriki-document/drive/contactform.php,bad
aaronmaxdesign.com/wordpress/wp-content/netvigator/update/index.php?userid=abuse@aol.com,bad
aaronmaxdesign.com/wordpress/wp-content/netvigator/update/ainput/id.php?l=_JeHFUq_VJOXK0QWHtoGYDw_Product-UserID&amp;userid=abuse@aol.com,bad
aaronmaxdesign.com/wordpress/wp-content/netvigator/update/ainput/id.php?l=_JeHFUq_VJOXK0QWHtoGYDw_Product-UserID&amp;userid=abuse@aol.com,bad
aaronmaxdesign.com/wordpress/wp-content/netvigator/update/ainput/id.php?l=_JeHFUq_VJOXK0QWHtoGYDw_Product-UserID&amp;userid=abuse@aol.com,bad
aaronmaxdesign.com/wordpress/wp-content/netvigator/update/index.php?userid=abuse@aol.com,bad
aaronmaxdesign.com/wordpress/wp-content/netvigator/update/ainput/id.php?l=_JeHFUq_VJOXK0QWHtoGYDw_Product-UserID&amp;userid=abuse@aol.com,bad
aaronmaxdesign.com/wordpress/wp-content/netvigator/update/ainput/id.php?l=_JeHFUq_VJOXK0QWHtoGYDw_Product-UserID&amp;userid=abuse@aol.com,bad
aaronmaxdesign.com/wordpress/wp-content/netvigator/update/ainput/id.php?l=_JeHFUq_VJOXK0QWHtoGYDw_Product-UserID&amp;userid=abuse@aol.com,bad
aaronmaxdesign.com/wordpress/wp-content/netvigator/update/ainput/id.php?l=_JeHFUq_VJOXK0QWHtoGYDw_Product-UserID&amp;userid=abuse@aol.com,bad
aaronmaxdesign.com/wordpress/wp-content/netvigator/update/index.php?userid=abuse@aol.com,bad
aaronmaxdesign.com/wordpress/wp-content/netvigator/update/ainput/id.php?l=_JeHFUq_VJOXK0QWHtoGYDw_Product-UserID&amp;userid=abuse@aol.com,bad
aaronmaxdesign.com/wordpress/wp-content/netvigator/update/ainput/id.php?l=_JeHFUq_VJOXK0QWHtoGYDw_Product-UserID&amp;userid=abuse@aol.com,bad
aaronmaxdesign.com/wordpress/wp-content/netvigator/update/ainput/id.php?l=_JeHFUq_VJOXK0QWHtoGYDw_Product-UserID&amp;userid=abuse@aol.com,bad
905films.com.br/blog905/aiaidoc24.htm,bad
vidyani.com/seriki-document/drive/contactform.php,bad
vclinstitute.org/sesion/lisgmilgooglecomsingil,bad
keliavimas.lt/novaturas/images/draft/up.php,bad
wigandrivingschool.net/cms/kcfinder/upload/files/sav/login.n.yahoo.com/login.html,bad
onosinus.com/AAAAAA/dropbox/dpbx/index.php,bad
torraovivo.pt/includes/js/dks.htm,bad
cache.nebula.phx3.secureserver.net/obj/RjQ2RENDRjA2MEI5OTM3RkJCNzY6ZDEzYTg0YmRmOGQzZTc5OTBhZjgxNDllMjNmMTgzZmI6Ojo6/,bad
vidyani.com/googledoc,bad
upsuppliers.co.za/previewproductorder1/dpbx,bad
wigandrivingschool.net/cms/kcfinder/upload/files/sen/general/payment.html,bad
secure.minjaz.com/c/9v7ab7cn5xxw9qkdwhq33avqsg/?subid=0210_p1_aol_jonndiet&amp;fuid=abuse@aol.com,bad
rusikona.pro/administrator/includes/,bad
rusikona.pro/administrator/includes/,bad
marblechamp.com/pull/image.htm,bad
helpe1.allalla.com/sujiwo/,bad
deokazii.ro/memo/ipad,bad
fragala.com.ar/images/view.html,bad
bullsportsdirect.com/skin/install/,bad
breakmoldmansgreet.com/aol.com/index.html,bad
94.102.63.238/bun/,bad
94.102.63.238/apple2/,bad
94.102.63.238/apple2,bad
94.102.63.238/spm/,bad
s70.n57.n84.n66.static.myhostcenter.com/Retrieving/72.167.232.186/,bad
s70.n57.n84.n66.static.myhostcenter.com/Retrieving/72.167.232.186,bad
fanatiksport.ro/ww,bad
sanmartinospeme.it/db/index.html,bad
goodshepherd-missions.org.ph/templates/js/db/box/,bad
harshwhispers.com/img/glyph/img/?F8409FBHQ-H1SA323EU3,bad
adf.ly/1QTA9g,bad
kanastara.com/images/document,bad
kanastara.com/images/document/,bad
kanastara.com/images/document,bad
ibs.co.id/Shell%20ZIP/googledocs,bad
kranskotaren.se/wordpress/wp-includes/Text/Diff/driver/driver/secure%20Login.htm,bad
kranskotaren.se/wordpress/wp-includes/Text/driver/driver/secure%20Login.htm,bad
pavanjain.com/old/fm/,bad
greengrasssms.com/j.php,bad
pavanjain.com/old/fm,bad
pavanjain.com/old/fm/FastMail2.htm?ssl=yes,bad
fr-mobile.net/FR/c5ef1ba3618bd70914440b5439baa6f1/moncompte/index.php?clientid=13698&amp;default=541e4bcdda214e3ad6e380bbae6f5f75,bad
yamaha-prodej.cz/wp-content/plugins/contact-form-7/images/dropbox/,bad
yamaha-prodej.cz/wp-content/plugins/contact-form-7/images/dropbox/index.php,bad
buda-family.com/buda,bad
yamaha-prodej.cz/wp-content/plugins/contact-form-7/images/dropbox/index.php,bad
portalindustrial.cl/wp-includes/certificates/drop.bx/,bad
portalindustrial.cl/wp-includes/certificates/drop.bx,bad
vidyani.com/googledoc/,bad
dropbox.download.portalindustrial.cl/wp-includes/certificates/drop.bx/,bad
dropbox.download.portalindustrial.cl/wp-includes/certificates/drop.bx,bad
vidyani.com/googledoc/,bad
referansmotors.com/web4/uygulamaornek/js/nvcn/u.php?l=_JeHFUq_VJOXK0QWHtoGYDw_Product-UserID&amp;userid=,bad
sb.xxyy111.com/ii.php?email=info-DpHT0TjK6O9Wk0Htik3J/w,bad
sb.xxyy111.com/ii.php?email=info@netcraft.com,bad
sb.xxyy111.com/ii.php?email=m2msales.europe-hv44wF8Li93QT0dZR%20AlfA,bad
campfiresmoke.com/album/i_ndex-frame4.html,bad
johncantine.com/flashmoviestuff/screensaverab_ut.html,bad
rps3.com/_borders/postinfo_.html,bad
rps3.com/_borders/Starship_NC_-51.html,bad
thefitnesspursuit.com/Library/language/success_es.html,bad
nicolettescatering.com/wp-admin/css/secure/doc043367,bad
nicolettescatering.com/wp-admin/css/secure/doc043367/,bad
sb.xxyy111.com/ii.php?email=abuse@hisilicon.com&amp;.rand=13vqcr8bp0gud&amp;lc=1033&amp;id=64855&amp;mkt=en-us&amp;cbcxt=mai&amp;snsc=1,bad
sb.xxyy111.com/ii.php?email=abuse@lists.ceph.com&amp;.rand=13vqcr8bp0gud&amp;lc=1033&amp;id=64855&amp;mkt=en-us&amp;cbcxt=mai&amp;snsc=1,bad
sb.xxyy111.com/ii.php?email=abuse@huawei.com&amp;.rand=13vqcr8bp0gud&amp;lc=1033&amp;id=64855&amp;mkt=en-us&amp;cbcxt=mai&amp;snsc=1,bad
sb.xxyy111.com/ii.php?email=abuse@huawei.com&amp;.rand=13vqcr8bp0gud&amp;lc=1033&amp;id=64855&amp;mkt=en-us&amp;cbcxt=mai&amp;snsc=1,bad
ibc14.com/jexfiles,bad
genenterprise.com/general/Auth/view/share/,bad
